TYPE,AUTO_START,AUTO_END,size_class,size_class_B,Genome_fraction,AUTO_LEN,INDV,PropCovered,CHROM,ToKeep
A,117115651,117332888,100kb_1gb,100kb_1gb,0.000119482,217238,Leo,,chrHiC_scaffold_17,
A,19023406,19240749,100kb_1gb,100kb_1gb,0.00011954,217344,U09,,chrHiC_scaffold_25,
A,103042755,103260134,100kb_1gb,100kb_1gb,0.00011956,217380,Mong_SRR836372,,chrHiC_scaffold_1,
A,44731450,44948841,100kb_1gb,100kb_1gb,0.000119567,217392,U07,,chrHiC_scaffold_17,
A,51651447,51868888,100kb_1gb,100kb_1gb,0.000119594,217442,Leo,,chrHiC_scaffold_13,
A,19421031,19638488,100kb_1gb,100kb_1gb,0.000119603,217458,U14,,chrHiC_scaffold_12,
A,17534839,17752305,100kb_1gb,100kb_1gb,0.000119608,217467,U14,,chrHiC_scaffold_11,
A,36682215,36899712,100kb_1gb,100kb_1gb,0.000119625,217498,Bronx_Zoo,,chrHiC_scaffold_1,
A,141050197,141267705,100kb_1gb,100kb_1gb,0.000119631,217509,U06,,chrHiC_scaffold_5,
A,43140726,43358267,100kb_1gb,100kb_1gb,0.000119649,217542,Bronx_Zoo,,chrHiC_scaffold_7,
A,20636679,20854237,100kb_1gb,100kb_1gb,0.000119658,217559,U06,,chrHiC_scaffold_1,
A,107493875,107711437,100kb_1gb,100kb_1gb,0.000119661,217563,U09,,chrHiC_scaffold_17,
A,4836519,5054098,100kb_1gb,100kb_1gb,0.00011967,217580,Bronx_Zoo,,chrHiC_scaffold_23,
A,3074007,3291604,100kb_1gb,100kb_1gb,0.00011968,217598,Mong_SRR836372,,chrHiC_scaffold_22_E1,
A,97728502,97946169,100kb_1gb,100kb_1gb,0.000119718,217668,U04,,chrHiC_scaffold_24,
A,95523207,95740878,100kb_1gb,100kb_1gb,0.000119721,217672,DNAzoo,,chrHiC_scaffold_17,
A,111211862,111429536,100kb_1gb,100kb_1gb,0.000119722,217675,U08,,chrHiC_scaffold_24,
A,70394363,70612059,100kb_1gb,100kb_1gb,0.000119734,217697,AF_08,,chrHiC_scaffold_1,
A,112577326,112795058,100kb_1gb,100kb_1gb,0.000119754,217733,India_NCBS,,chrHiC_scaffold_24,
A,15848873,16066618,100kb_1gb,100kb_1gb,0.000119761,217746,Bronx_Zoo,,chrHiC_scaffold_1,
A,62614179,62831924,100kb_1gb,100kb_1gb,0.000119761,217746,U01,,chrHiC_scaffold_17,
A,25203280,25421041,100kb_1gb,100kb_1gb,0.00011977,217762,U09,,chrHiC_scaffold_20,
A,57210754,57428522,100kb_1gb,100kb_1gb,0.000119774,217769,AF_08,,chrHiC_scaffold_15,
A,66844303,67062102,100kb_1gb,100kb_1gb,0.000119791,217800,India_NCBS,,chrHiC_scaffold_10,
A,78287508,78505327,100kb_1gb,100kb_1gb,0.000119802,217820,U05,,chrHiC_scaffold_11,
A,127437368,127655205,100kb_1gb,100kb_1gb,0.000119812,217838,U07,,chrHiC_scaffold_15,
A,25203286,25421138,100kb_1gb,100kb_1gb,0.00011982,217853,U01,,chrHiC_scaffold_20,
A,25203280,25421142,100kb_1gb,100kb_1gb,0.000119826,217863,U05,,chrHiC_scaffold_20,
A,24526531,24744397,100kb_1gb,100kb_1gb,0.000119828,217867,Mong_SRR836372,,chrHiC_scaffold_15,
A,99739934,99957806,100kb_1gb,100kb_1gb,0.000119831,217873,U09,,chrHiC_scaffold_14,
A,55139255,55357187,100kb_1gb,100kb_1gb,0.000119864,217933,DNAzoo,,chrHiC_scaffold_4,
A,84088104,84306053,100kb_1gb,100kb_1gb,0.000119873,217950,India_NCBS,,chrHiC_scaffold_7,
A,92049800,92267755,100kb_1gb,100kb_1gb,0.000119877,217956,India_NCBS,,chrHiC_scaffold_11,
A,25745117,25963076,100kb_1gb,100kb_1gb,0.000119879,217960,India_NCBS,,chrHiC_scaffold_18,
A,5695399,5913405,100kb_1gb,100kb_1gb,0.000119905,218007,AF_08,,chrHiC_scaffold_1,
A,73497179,73715201,100kb_1gb,100kb_1gb,0.000119914,218023,U08,,chrHiC_scaffold_14,
A,88900240,89118269,100kb_1gb,100kb_1gb,0.000119917,218030,Mong_SRR836372,,chrHiC_scaffold_3,
A,109268901,109486942,100kb_1gb,100kb_1gb,0.000119924,218042,U03,,chrHiC_scaffold_24,
A,61056220,61274264,100kb_1gb,100kb_1gb,0.000119926,218045,AF_08,,chrHiC_scaffold_21,
A,32649037,32867090,100kb_1gb,100kb_1gb,0.000119931,218054,U03,,chrHiC_scaffold_19,
A,73394500,73612566,100kb_1gb,100kb_1gb,0.000119938,218067,U09,,chrHiC_scaffold_13,
A,57130648,57348742,100kb_1gb,100kb_1gb,0.000119953,218095,Bronx_Zoo,,chrHiC_scaffold_8,
A,3319155,3537251,100kb_1gb,100kb_1gb,0.000119954,218097,Bronx_Zoo,,chrHiC_scaffold_3,
A,2855069,3073251,100kb_1gb,100kb_1gb,0.000120002,218183,Leo,,chrHiC_scaffold_5,
A,37205023,37423220,100kb_1gb,100kb_1gb,0.00012001,218198,Leo,,chrHiC_scaffold_5,
A,19527784,19746022,100kb_1gb,100kb_1gb,0.000120032,218239,U06,,chrHiC_scaffold_23,
A,7023618,7241920,100kb_1gb,100kb_1gb,0.000120068,218303,DNAzoo,,chrHiC_scaffold_17,
A,2977040,3195353,100kb_1gb,100kb_1gb,0.000120074,218314,DNAzoo,,chrHiC_scaffold_24,
A,40707684,40926017,100kb_1gb,100kb_1gb,0.000120085,218334,U09,,chrHiC_scaffold_16,
A,85402506,85620884,100kb_1gb,100kb_1gb,0.000120109,218379,AF_08,,chrHiC_scaffold_17,
A,154491045,154709425,100kb_1gb,100kb_1gb,0.000120111,218381,AF_08,,chrHiC_scaffold_15,
A,6698901,6917290,100kb_1gb,100kb_1gb,0.000120115,218390,U14,,chrHiC_scaffold_3,
A,122347218,122565642,100kb_1gb,100kb_1gb,0.000120135,218425,Mong_SRR836372,,chrHiC_scaffold_22_F1,
A,119304076,119522533,100kb_1gb,100kb_1gb,0.000120153,218458,U09,,chrHiC_scaffold_24,
A,98946415,99164877,100kb_1gb,100kb_1gb,0.000120156,218463,Mong_SRR836372,,chrHiC_scaffold_14,
A,61095962,61314477,100kb_1gb,100kb_1gb,0.000120185,218516,U03,,chrHiC_scaffold_1,
A,60850424,61068966,100kb_1gb,100kb_1gb,0.0001202,218543,Leo,,chrHiC_scaffold_16,
A,162002475,162221032,100kb_1gb,100kb_1gb,0.000120208,218558,Bronx_Zoo,,chrHiC_scaffold_5,
A,100608580,100827155,100kb_1gb,100kb_1gb,0.000120218,218576,U04,,chrHiC_scaffold_22_F1,
A,94086721,94305353,100kb_1gb,100kb_1gb,0.000120249,218633,U14,,chrHiC_scaffold_22_F1,
A,33656110,33874768,100kb_1gb,100kb_1gb,0.000120263,218659,U09,,chrHiC_scaffold_12,
A,59708131,59926840,100kb_1gb,100kb_1gb,0.000120291,218710,U03,,chrHiC_scaffold_24,
A,24554750,24773475,100kb_1gb,100kb_1gb,0.0001203,218726,U14,,chrHiC_scaffold_21,
A,8992308,9211037,100kb_1gb,100kb_1gb,0.000120302,218730,Leo,,chrHiC_scaffold_16,
A,54330806,54549545,100kb_1gb,100kb_1gb,0.000120308,218740,U05,,chrHiC_scaffold_18,
A,28879184,29097935,100kb_1gb,100kb_1gb,0.000120315,218752,India_NCBS,,chrHiC_scaffold_11,
A,38873374,39092137,100kb_1gb,100kb_1gb,0.000120321,218764,Leo,,chrHiC_scaffold_21,
A,144633532,144852309,100kb_1gb,100kb_1gb,0.000120329,218778,U01,,chrHiC_scaffold_5,
A,33704691,33923470,100kb_1gb,100kb_1gb,0.00012033,218780,AF_08,,chrHiC_scaffold_4,
A,91495098,91713884,100kb_1gb,100kb_1gb,0.000120334,218787,U01,,chrHiC_scaffold_13,
A,16042902,16261713,100kb_1gb,100kb_1gb,0.000120348,218812,India_NCBS,,chrHiC_scaffold_10,
A,1404361,1623275,100kb_1gb,100kb_1gb,0.000120404,218915,U04,,chrHiC_scaffold_5,
A,6371718,6590638,100kb_1gb,100kb_1gb,0.000120408,218921,Bronx_Zoo,,chrHiC_scaffold_13,
A,74362717,74581637,100kb_1gb,100kb_1gb,0.000120408,218921,U09,,chrHiC_scaffold_5,
A,60387338,60606275,100kb_1gb,100kb_1gb,0.000120417,218938,DNAzoo,,chrHiC_scaffold_21,
A,78543499,78762445,100kb_1gb,100kb_1gb,0.000120422,218947,U07,,chrHiC_scaffold_4,
A,2079839,2298793,100kb_1gb,100kb_1gb,0.000120426,218955,DNAzoo,,chrHiC_scaffold_11,
A,69336451,69555414,100kb_1gb,100kb_1gb,0.000120431,218964,Mong_SRR836372,,chrHiC_scaffold_7,
A,6608599,6827565,100kb_1gb,100kb_1gb,0.000120433,218967,U09,,chrHiC_scaffold_20,
A,61351817,61570845,100kb_1gb,100kb_1gb,0.000120467,219029,U07,,chrHiC_scaffold_4,
A,39575317,39794351,100kb_1gb,100kb_1gb,0.00012047,219035,India_NCBS,,chrHiC_scaffold_8,
A,114082427,114301465,100kb_1gb,100kb_1gb,0.000120472,219039,India_NCBS,,chrHiC_scaffold_24,
A,67248720,67467766,100kb_1gb,100kb_1gb,0.000120477,219047,U04,,chrHiC_scaffold_15,
A,119103345,119322405,100kb_1gb,100kb_1gb,0.000120485,219061,U08,,chrHiC_scaffold_1,
A,20774203,20993309,100kb_1gb,100kb_1gb,0.00012051,219107,U07,,chrHiC_scaffold_24,
A,109997659,110216853,100kb_1gb,100kb_1gb,0.000120558,219195,U08,,chrHiC_scaffold_24,
A,99446704,99665940,100kb_1gb,100kb_1gb,0.000120581,219237,U07,,chrHiC_scaffold_3,
A,5879734,6098996,100kb_1gb,100kb_1gb,0.000120596,219263,U03,,chrHiC_scaffold_8,
A,66532329,66751616,100kb_1gb,100kb_1gb,0.000120609,219288,Bronx_Zoo,,chrHiC_scaffold_24,
A,21973866,22193190,100kb_1gb,100kb_1gb,0.00012063,219325,U07,,chrHiC_scaffold_8,
A,99267808,99487182,100kb_1gb,100kb_1gb,0.000120657,219375,U03,,chrHiC_scaffold_24,
A,19502987,19722371,100kb_1gb,100kb_1gb,0.000120663,219385,India_NCBS,,chrHiC_scaffold_7,
A,81961870,82181280,100kb_1gb,100kb_1gb,0.000120677,219411,U07,,chrHiC_scaffold_3,
A,124688533,124907949,100kb_1gb,100kb_1gb,0.00012068,219417,DNAzoo,,chrHiC_scaffold_18,
A,24785174,25004604,100kb_1gb,100kb_1gb,0.000120688,219431,Bronx_Zoo,,chrHiC_scaffold_24,
A,58823625,59043062,100kb_1gb,100kb_1gb,0.000120692,219438,U01,,chrHiC_scaffold_4,
A,58840940,59060409,100kb_1gb,100kb_1gb,0.000120709,219470,U01,,chrHiC_scaffold_16,
A,78039967,78259464,100kb_1gb,100kb_1gb,0.000120725,219498,U06,,chrHiC_scaffold_7,
A,102299469,102518978,100kb_1gb,100kb_1gb,0.000120731,219510,U01,,chrHiC_scaffold_1,
A,58060567,58280102,100kb_1gb,100kb_1gb,0.000120746,219536,Bronx_Zoo,,chrHiC_scaffold_10,
A,108062690,108282225,100kb_1gb,100kb_1gb,0.000120746,219536,U06,,chrHiC_scaffold_3,
A,84174086,84393628,100kb_1gb,100kb_1gb,0.00012075,219543,U08,,chrHiC_scaffold_11,
A,111966595,112186138,100kb_1gb,100kb_1gb,0.00012075,219544,U05,,chrHiC_scaffold_24,
A,68850029,69069602,100kb_1gb,100kb_1gb,0.000120767,219574,DNAzoo,,chrHiC_scaffold_15,
A,101664515,101884173,100kb_1gb,100kb_1gb,0.000120813,219659,U07,,chrHiC_scaffold_3,
A,101664515,101884173,100kb_1gb,100kb_1gb,0.000120813,219659,U05,,chrHiC_scaffold_3,
A,75825169,76044859,100kb_1gb,100kb_1gb,0.000120831,219691,DNAzoo,,chrHiC_scaffold_18,
A,22647407,22867116,100kb_1gb,100kb_1gb,0.000120841,219710,India_NCBS,,chrHiC_scaffold_24,
A,49611602,49831360,100kb_1gb,100kb_1gb,0.000120868,219759,U03,,chrHiC_scaffold_21,
A,45419174,45638970,100kb_1gb,100kb_1gb,0.000120889,219797,Mong_SRR836372,,chrHiC_scaffold_10,
A,56856510,57076353,100kb_1gb,100kb_1gb,0.000120915,219844,U09,,chrHiC_scaffold_8,
A,197247865,197467720,100kb_1gb,100kb_1gb,0.000120922,219856,U01,,chrHiC_scaffold_18,
A,64941272,65161136,100kb_1gb,100kb_1gb,0.000120927,219865,DNAzoo,,chrHiC_scaffold_10,
A,4313043,4532930,100kb_1gb,100kb_1gb,0.000120939,219888,U09,,chrHiC_scaffold_20,
A,33707471,33927375,100kb_1gb,100kb_1gb,0.000120949,219905,U07,,chrHiC_scaffold_5,
A,10756648,10976557,100kb_1gb,100kb_1gb,0.000120951,219910,U07,,chrHiC_scaffold_4,
A,82076696,82296633,100kb_1gb,100kb_1gb,0.000120967,219938,Mong_SRR836372,,chrHiC_scaffold_24,
A,17534839,17754789,100kb_1gb,100kb_1gb,0.000120974,219951,U07,,chrHiC_scaffold_11,
A,130024083,130244060,100kb_1gb,100kb_1gb,0.000120989,219978,India_NCBS,,chrHiC_scaffold_18,
A,95907246,96127274,100kb_1gb,100kb_1gb,0.000121017,220029,Bronx_Zoo,,chrHiC_scaffold_1,
A,27003444,27223509,100kb_1gb,100kb_1gb,0.000121037,220066,U09,,chrHiC_scaffold_22_E1,
A,143482776,143702842,100kb_1gb,100kb_1gb,0.000121038,220067,Mong_SRR836372,,chrHiC_scaffold_15,
A,54015932,54236000,100kb_1gb,100kb_1gb,0.000121039,220069,Mong_SRR836372,,chrHiC_scaffold_10,
A,40350818,40570913,100kb_1gb,100kb_1gb,0.000121054,220096,U06,,chrHiC_scaffold_21,
A,701344,921495,100kb_1gb,100kb_1gb,0.000121085,220152,Bronx_Zoo,,chrHiC_scaffold_13,
A,83078880,83299048,100kb_1gb,100kb_1gb,0.000121094,220169,Leo,,chrHiC_scaffold_24,
A,5913355,6133563,100kb_1gb,100kb_1gb,0.000121116,220209,AF_08,,chrHiC_scaffold_22_E1,
A,113680724,113900949,100kb_1gb,100kb_1gb,0.000121125,220226,U03,,chrHiC_scaffold_15,
A,1491008,1711253,100kb_1gb,100kb_1gb,0.000121136,220246,India_NCBS,,chrHiC_scaffold_8,
A,139020516,139240798,100kb_1gb,100kb_1gb,0.000121157,220283,U14,,chrHiC_scaffold_18,
A,121593307,121813623,100kb_1gb,100kb_1gb,0.000121175,220317,U08,,chrHiC_scaffold_17,
A,75653552,75873872,100kb_1gb,100kb_1gb,0.000121178,220321,India_NCBS,,chrHiC_scaffold_4,
A,26672242,26892651,100kb_1gb,100kb_1gb,0.000121226,220410,U09,,chrHiC_scaffold_5,
A,73973427,74193880,100kb_1gb,100kb_1gb,0.000121251,220454,AF_08,,chrHiC_scaffold_8,
A,5751998,5972473,100kb_1gb,100kb_1gb,0.000121263,220476,Mong_SRR836372,,chrHiC_scaffold_7,
A,21460100,21680582,100kb_1gb,100kb_1gb,0.000121267,220483,AF_08,,chrHiC_scaffold_25,
A,15629699,15850217,100kb_1gb,100kb_1gb,0.000121286,220519,U07,,chrHiC_scaffold_22_E1,
A,29185253,29405820,100kb_1gb,100kb_1gb,0.000121313,220568,AF_08,,chrHiC_scaffold_11,
A,22574514,22795104,100kb_1gb,100kb_1gb,0.000121326,220591,India_NCBS,,chrHiC_scaffold_22_E1,
A,38140592,38361199,100kb_1gb,100kb_1gb,0.000121335,220608,U03,,chrHiC_scaffold_17,
A,31953454,32174078,100kb_1gb,100kb_1gb,0.000121345,220625,Bronx_Zoo,,chrHiC_scaffold_1,
A,37821384,38042056,100kb_1gb,100kb_1gb,0.000121371,220673,Bronx_Zoo,,chrHiC_scaffold_4,
A,43718699,43939386,100kb_1gb,100kb_1gb,0.000121379,220688,U14,,chrHiC_scaffold_3,
A,77342028,77562720,100kb_1gb,100kb_1gb,0.000121382,220693,U08,,chrHiC_scaffold_3,
A,41825151,42045889,100kb_1gb,100kb_1gb,0.000121407,220739,Leo,,chrHiC_scaffold_10,
A,13125667,13346431,100kb_1gb,100kb_1gb,0.000121422,220765,U05,,chrHiC_scaffold_1,
A,58663788,58884586,100kb_1gb,100kb_1gb,0.00012144,220799,U07,,chrHiC_scaffold_21,
A,62336841,62557648,100kb_1gb,100kb_1gb,0.000121445,220808,DNAzoo,,chrHiC_scaffold_1,
A,54421144,54641968,100kb_1gb,100kb_1gb,0.000121455,220825,U07,,chrHiC_scaffold_4,
A,51294032,51514882,100kb_1gb,100kb_1gb,0.000121469,220851,Bronx_Zoo,,chrHiC_scaffold_3,
A,189086685,189307545,100kb_1gb,100kb_1gb,0.000121475,220861,U06,,chrHiC_scaffold_18,
A,81021598,81242475,100kb_1gb,100kb_1gb,0.000121484,220878,U06,,chrHiC_scaffold_24,
A,16743618,16964513,100kb_1gb,100kb_1gb,0.000121494,220896,Leo,,chrHiC_scaffold_16,
A,1683564,1904482,100kb_1gb,100kb_1gb,0.000121506,220919,U08,,chrHiC_scaffold_11,
A,49071547,49292474,100kb_1gb,100kb_1gb,0.000121511,220928,U07,,chrHiC_scaffold_1,
A,145637701,145858644,100kb_1gb,100kb_1gb,0.00012152,220944,U09,,chrHiC_scaffold_15,
A,19714662,19935621,100kb_1gb,100kb_1gb,0.000121529,220960,U06,,chrHiC_scaffold_13,
A,79786331,80007309,100kb_1gb,100kb_1gb,0.000121539,220979,U09,,chrHiC_scaffold_10,
A,46171400,46392403,100kb_1gb,100kb_1gb,0.000121553,221004,DNAzoo,,chrHiC_scaffold_16,
A,60107111,60328117,100kb_1gb,100kb_1gb,0.000121555,221007,U01,,chrHiC_scaffold_1,
A,59985123,60206178,100kb_1gb,100kb_1gb,0.000121582,221056,DNAzoo,,chrHiC_scaffold_24,
A,73953168,74174228,100kb_1gb,100kb_1gb,0.000121585,221061,U01,,chrHiC_scaffold_24,
A,153445916,153666978,100kb_1gb,100kb_1gb,0.000121586,221063,India_NCBS,,chrHiC_scaffold_18,
A,55772517,55993585,100kb_1gb,100kb_1gb,0.000121589,221069,U01,,chrHiC_scaffold_1,
A,2792395,3013489,100kb_1gb,100kb_1gb,0.000121603,221095,DNAzoo,,chrHiC_scaffold_19,
A,15317936,15539037,100kb_1gb,100kb_1gb,0.000121607,221102,U01,,chrHiC_scaffold_1,
A,19656916,19878028,100kb_1gb,100kb_1gb,0.000121613,221113,U09,,chrHiC_scaffold_12,
A,7201334,7422524,100kb_1gb,100kb_1gb,0.000121656,221191,U05,,chrHiC_scaffold_4,
A,31884202,32105416,100kb_1gb,100kb_1gb,0.000121669,221215,U03,,chrHiC_scaffold_16,
A,64858695,65079948,100kb_1gb,100kb_1gb,0.000121691,221254,U05,,chrHiC_scaffold_3,
A,125841441,126062735,100kb_1gb,100kb_1gb,0.000121713,221295,U06,,chrHiC_scaffold_17,
A,6920755,7142057,100kb_1gb,100kb_1gb,0.000121718,221303,U09,,chrHiC_scaffold_11,
A,144693107,144914412,100kb_1gb,100kb_1gb,0.000121719,221306,U05,,chrHiC_scaffold_18,
A,16354977,16576284,100kb_1gb,100kb_1gb,0.00012172,221308,U08,,chrHiC_scaffold_4,
A,7765201,7986527,100kb_1gb,100kb_1gb,0.000121731,221327,U07,,chrHiC_scaffold_25,
A,125064636,125285985,100kb_1gb,100kb_1gb,0.000121743,221350,India_NCBS,,chrHiC_scaffold_5,
A,119936102,120157474,100kb_1gb,100kb_1gb,0.000121756,221373,U08,,chrHiC_scaffold_17,
A,41354603,41575976,100kb_1gb,100kb_1gb,0.000121757,221374,U01,,chrHiC_scaffold_11,
A,20953840,21175219,100kb_1gb,100kb_1gb,0.00012176,221380,U04,,chrHiC_scaffold_15,
A,56587808,56809194,100kb_1gb,100kb_1gb,0.000121764,221387,Mong_SRR836372,,chrHiC_scaffold_10,
A,42174862,42396249,100kb_1gb,100kb_1gb,0.000121764,221388,India_NCBS,,chrHiC_scaffold_22_E1,
A,37403630,37625141,100kb_1gb,100kb_1gb,0.000121833,221512,U08,,chrHiC_scaffold_24,
A,17394827,17616346,100kb_1gb,100kb_1gb,0.000121837,221520,Bronx_Zoo,,chrHiC_scaffold_12,
A,117983710,118205324,100kb_1gb,100kb_1gb,0.000121889,221615,AF_08,,chrHiC_scaffold_22_F1,
A,5120621,5342244,100kb_1gb,100kb_1gb,0.000121894,221624,U01,,chrHiC_scaffold_20,
A,51356820,51578501,100kb_1gb,100kb_1gb,0.000121926,221682,Bronx_Zoo,,chrHiC_scaffold_10,
A,7093739,7315426,100kb_1gb,100kb_1gb,0.000121929,221688,U05,,chrHiC_scaffold_1,
A,1720735,1942428,100kb_1gb,100kb_1gb,0.000121933,221694,Bronx_Zoo,,chrHiC_scaffold_4,
A,1333325,1555050,100kb_1gb,100kb_1gb,0.00012195,221726,U05,,chrHiC_scaffold_1,
A,57182410,57404156,100kb_1gb,100kb_1gb,0.000121962,221747,U01,,chrHiC_scaffold_13,
A,34225830,34447577,100kb_1gb,100kb_1gb,0.000121962,221748,U06,,chrHiC_scaffold_7,
A,117499227,117720990,100kb_1gb,100kb_1gb,0.000121971,221764,U03,,chrHiC_scaffold_15,
A,54371396,54593166,100kb_1gb,100kb_1gb,0.000121975,221771,Bronx_Zoo,,chrHiC_scaffold_13,
A,19476887,19698671,100kb_1gb,100kb_1gb,0.000121983,221785,Mong_SRR836372,,chrHiC_scaffold_20,
A,76418915,76640754,100kb_1gb,100kb_1gb,0.000122013,221840,U05,,chrHiC_scaffold_24,
A,12455928,12677776,100kb_1gb,100kb_1gb,0.000122018,221849,Leo,,chrHiC_scaffold_14,
A,4895751,5117608,100kb_1gb,100kb_1gb,0.000122023,221858,DNAzoo,,chrHiC_scaffold_7,
A,90186549,90408428,100kb_1gb,100kb_1gb,0.000122035,221880,U03,,chrHiC_scaffold_10,
A,23762287,23984170,100kb_1gb,100kb_1gb,0.000122037,221884,DNAzoo,,chrHiC_scaffold_7,
A,17446468,17668359,100kb_1gb,100kb_1gb,0.000122042,221892,DNAzoo,,chrHiC_scaffold_23,
A,5720849,5942757,100kb_1gb,100kb_1gb,0.000122051,221909,Mong_SRR836372,,chrHiC_scaffold_25,
A,14985059,15207018,100kb_1gb,100kb_1gb,0.000122079,221960,Leo,,chrHiC_scaffold_25,
A,9064002,9285980,100kb_1gb,100kb_1gb,0.000122089,221979,Mong_SRR836372,,chrHiC_scaffold_8,
A,3901908,4123911,100kb_1gb,100kb_1gb,0.000122103,222004,AF_08,,chrHiC_scaffold_4,
A,15475327,15697350,100kb_1gb,100kb_1gb,0.000122114,222024,U04,,chrHiC_scaffold_7,
A,52120567,52342604,100kb_1gb,100kb_1gb,0.000122122,222038,U06,,chrHiC_scaffold_10,
A,16261399,16483475,100kb_1gb,100kb_1gb,0.000122143,222077,Leo,,chrHiC_scaffold_19,
A,42416343,42638451,100kb_1gb,100kb_1gb,0.000122161,222109,Bronx_Zoo,,chrHiC_scaffold_24,
A,109162991,109385107,100kb_1gb,100kb_1gb,0.000122165,222117,U06,,chrHiC_scaffold_17,
A,101587721,101809840,100kb_1gb,100kb_1gb,0.000122167,222120,India_NCBS,,chrHiC_scaffold_1,
A,4638003,4860149,100kb_1gb,100kb_1gb,0.000122182,222147,AF_08,,chrHiC_scaffold_7,
A,26605458,26827642,100kb_1gb,100kb_1gb,0.000122203,222185,Mong_SRR836372,,chrHiC_scaffold_11,
A,132418443,132640657,100kb_1gb,100kb_1gb,0.000122219,222215,U06,,chrHiC_scaffold_15,
A,91243615,91465848,100kb_1gb,100kb_1gb,0.00012223,222234,U03,,chrHiC_scaffold_18,
A,55716700,55939006,100kb_1gb,100kb_1gb,0.00012227,222307,AF_08,,chrHiC_scaffold_4,
A,104082931,104305294,100kb_1gb,100kb_1gb,0.000122301,222364,DNAzoo,,chrHiC_scaffold_4,
A,18190195,18412603,100kb_1gb,100kb_1gb,0.000122326,222409,AF_08,,chrHiC_scaffold_8,
A,67133667,67356105,100kb_1gb,100kb_1gb,0.000122342,222439,India_NCBS,,chrHiC_scaffold_15,
A,160569180,160791621,100kb_1gb,100kb_1gb,0.000122344,222442,India_NCBS,,chrHiC_scaffold_5,
A,22940160,23162626,100kb_1gb,100kb_1gb,0.000122358,222467,U01,,chrHiC_scaffold_17,
A,28381268,28603789,100kb_1gb,100kb_1gb,0.000122388,222522,U05,,chrHiC_scaffold_12,
A,31228841,31451393,100kb_1gb,100kb_1gb,0.000122405,222553,U04,,chrHiC_scaffold_8,
A,147089171,147311726,100kb_1gb,100kb_1gb,0.000122407,222556,U03,,chrHiC_scaffold_15,
A,153528531,153751092,100kb_1gb,100kb_1gb,0.00012241,222562,U08,,chrHiC_scaffold_5,
A,139782420,140004981,100kb_1gb,100kb_1gb,0.00012241,222562,U09,,chrHiC_scaffold_15,
A,126248809,126471371,100kb_1gb,100kb_1gb,0.000122411,222563,U09,,chrHiC_scaffold_14,
A,41639092,41861713,100kb_1gb,100kb_1gb,0.000122443,222622,U08,,chrHiC_scaffold_1,
A,90056390,90279015,100kb_1gb,100kb_1gb,0.000122445,222626,U06,,chrHiC_scaffold_22_F1,
A,48216770,48439404,100kb_1gb,100kb_1gb,0.00012245,222635,U06,,chrHiC_scaffold_7,
A,14403035,14625766,100kb_1gb,100kb_1gb,0.000122504,222732,Bronx_Zoo,,chrHiC_scaffold_10,
A,55631695,55854453,100kb_1gb,100kb_1gb,0.000122518,222759,DNAzoo,,chrHiC_scaffold_11,
A,35644776,35867545,100kb_1gb,100kb_1gb,0.000122525,222770,U09,,chrHiC_scaffold_13,
A,20595671,20818441,100kb_1gb,100kb_1gb,0.000122525,222771,Leo,,chrHiC_scaffold_11,
A,6647123,6869893,100kb_1gb,100kb_1gb,0.000122525,222771,U03,,chrHiC_scaffold_5,
A,48934757,49157555,100kb_1gb,100kb_1gb,0.00012254,222799,India_NCBS,,chrHiC_scaffold_1,
A,152749427,152972232,100kb_1gb,100kb_1gb,0.000122544,222806,U04,,chrHiC_scaffold_5,
A,66252411,66475285,100kb_1gb,100kb_1gb,0.000122582,222875,Mong_SRR836372,,chrHiC_scaffold_21,
A,78329358,78552245,100kb_1gb,100kb_1gb,0.000122589,222888,U05,,chrHiC_scaffold_8,
A,27241455,27464389,100kb_1gb,100kb_1gb,0.000122615,222935,Leo,,chrHiC_scaffold_1,
A,41501407,41724375,100kb_1gb,100kb_1gb,0.000122634,222969,U04,,chrHiC_scaffold_15,
A,34540302,34763299,100kb_1gb,100kb_1gb,0.00012265,222998,India_NCBS,,chrHiC_scaffold_7,
A,39041864,39264902,100kb_1gb,100kb_1gb,0.000122672,223039,U06,,chrHiC_scaffold_18,
A,17979889,18202957,100kb_1gb,100kb_1gb,0.000122689,223069,U01,,chrHiC_scaffold_22_E1,
A,372565,595646,100kb_1gb,100kb_1gb,0.000122696,223082,U01,,chrHiC_scaffold_8,
A,20669260,20892363,100kb_1gb,100kb_1gb,0.000122708,223104,U14,,chrHiC_scaffold_25,
A,61315925,61539053,100kb_1gb,100kb_1gb,0.000122722,223129,Bronx_Zoo,,chrHiC_scaffold_21,
A,99839644,100062776,100kb_1gb,100kb_1gb,0.000122724,223133,Bronx_Zoo,,chrHiC_scaffold_3,
A,59138994,59362134,100kb_1gb,100kb_1gb,0.000122729,223141,India_NCBS,,chrHiC_scaffold_22_E1,
A,82496095,82719246,100kb_1gb,100kb_1gb,0.000122735,223152,Bronx_Zoo,,chrHiC_scaffold_22_F1,
A,73321240,73544411,100kb_1gb,100kb_1gb,0.000122746,223172,DNAzoo,,chrHiC_scaffold_7,
A,97196614,97419794,100kb_1gb,100kb_1gb,0.000122751,223181,U05,,chrHiC_scaffold_3,
A,139653676,139876868,100kb_1gb,100kb_1gb,0.000122757,223193,U01,,chrHiC_scaffold_15,
